0                   1                   
1                   0.6                 
2                   0.333333            
3                   0.266667            
4                   0.233333            
5                   0.166667            
6                   0.1                 
7                   0.0666667           
8                   0.0666667           
9                   0.0333333           
10                  0.0333333           
11                  0.0333333           
12                  0                   
