0                   1                   
1                   0.7018              
2                   0.501               
3                   0.3476              
4                   0.2478              
5                   0.1734              
6                   0.1186              
7                   0.0816              
8                   0.0568              
9                   0.0416              
10                  0.0282              
11                  0.02                
12                  0.0144              
13                  0.0106              
14                  0.0082              
15                  0.0064              
16                  0.0048              
17                  0.0038              
18                  0.003               
19                  0.0016              
20                  0.001               
21                  0.0008              
22                  0.0002              
23                  0                   
