0                   1                   
1                   0.7028              
2                   0.4968              
3                   0.3434              
4                   0.2464              
5                   0.1732              
6                   0.119               
7                   0.0836              
8                   0.0566              
9                   0.042               
10                  0.0276              
11                  0.0196              
12                  0.013               
13                  0.0092              
14                  0.0066              
15                  0.0042              
16                  0.003               
17                  0.0024              
18                  0.0014              
19                  0.001               
20                  0.0006              
21                  0.0006              
22                  0.0006              
23                  0.0004              
24                  0.0002              
25                  0.0002              
26                  0.0002              
27                  0.0002              
28                  0.0002              
29                  0.0002              
30                  0                   
