-4.9  1.07014e-07   1.2148e-06
-4.8  2.58145e-07  1.89811e-06
-4.7  5.07633e-07  3.22409e-06
-4.6  9.35093e-07  5.52987e-06
-4.5  1.66354e-06  9.35528e-06
-4.4  2.88272e-06  1.55072e-05
-4.3  4.87978e-06  2.51426e-05
-4.2  8.07914e-06  3.98663e-05
-4.1  1.30924e-05  6.18347e-05
  -4  2.07786e-05  9.38567e-05
-3.9  3.23139e-05  0.000139476
-3.8  4.92677e-05  0.000203019
-3.7  7.36814e-05  0.000289589
-3.6  0.000108142  0.000404983
-3.5  0.000155846  0.000555528
-3.4  0.000220635  0.000747808
-3.3  0.000307011  0.000988301
-3.2  0.000420097   0.00128293
-3.1  0.000565561   0.00163654
  -3  0.000749478   0.00205237
-2.9  0.000978146   0.00253152
-2.8   0.00125784    0.0030725
-2.7   0.00159456   0.00367091
-2.6   0.00199369   0.00431925
-2.5   0.00245973   0.00500693
-2.4   0.00299594   0.00572051
-2.3   0.00360416   0.00644411
-2.2   0.00428451      0.00716
-2.1   0.00503528   0.00784934
  -2   0.00585286   0.00849297
-1.9   0.00673173   0.00907225
-1.8   0.00766458   0.00956988
-1.7   0.00864247   0.00997057
-1.6   0.00965504    0.0102616
-1.5    0.0106908    0.0104333
-1.4    0.0117375    0.0104792
-1.3    0.0127824    0.0103961
-1.2    0.0138124    0.0101838
-1.1    0.0148149   0.00984527
  -1    0.0157774   0.00938577
-0.9    0.0166883   0.00881279
-0.8    0.0175365   0.00813547
-0.7    0.0183122   0.00736413
-0.6    0.0190066   0.00650994
-0.5    0.0196118   0.00558452
-0.4    0.0201215   0.00459967
-0.3    0.0205302    0.0035672
-0.2    0.0208337   0.00249881
-0.1    0.0210291   0.00140606
-1.02696e-15    0.0211145  0.000300363
 0.1    0.0210892 -0.000806909
 0.2    0.0209535  -0.00190435
 0.3     0.020709  -0.00298045
 0.4    0.0203585  -0.00402347
 0.5    0.0199058  -0.00502147
 0.6    0.0193561  -0.00596231
 0.7    0.0187157  -0.00683372
 0.8    0.0179921  -0.00762351
 0.9    0.0171941  -0.00831984
   1    0.0163316  -0.00891149
 1.1    0.0154156   -0.0093883
 1.2    0.0144581  -0.00974154
 1.3    0.0134717  -0.00996439
 1.4    0.0124697   -0.0100523
 1.5    0.0114658   -0.0100032
 1.6    0.0104736  -0.00981788
 1.7   0.00950662  -0.00949987
 1.8   0.00857783  -0.00905527
 1.9   0.00769951   -0.0084923
   2     0.006883  -0.00782063
 2.1   0.00613867  -0.00705034
 2.2   0.00547591  -0.00619055
 2.3   0.00490332  -0.00524768
 2.4   0.00442908  -0.00422323
 2.5   0.00406158  -0.00311092
 2.6   0.00381039  -0.00189296
 2.7   0.00368762 -0.000534884
 2.8   0.00370997    0.0010217
 2.9   0.00390159   0.00286979
   3   0.00429832   0.00515332
 3.1   0.00495391   0.00809242
 3.2   0.00594955    0.0120238
 3.3    0.0074085    0.0174658
 3.4   0.00951911    0.0252252
 3.5    0.0125718    0.0365749
 3.6    0.0170193    0.0535542
 3.7    0.0235769    0.0794832
 3.8    0.0333904     0.119858
 3.9     0.048326     0.183937
   4    0.0714743     0.287589
 4.1     0.108045     0.458517
 4.2     0.166986     0.745984
 4.3     0.263959      1.23928
 4.4     0.426926      2.10343
 4.5     0.706836      3.64966
 4.6      1.19847      6.47705
 4.7      2.08198      11.7635
 4.8      3.70735      21.8755
 4.9      6.77003      41.6748
   5       12.684       81.378
 5.1       24.393       162.96
