2                   0.0254    0.00159374    
3                   0.0575    0.00239792    
4                   0.085    0.00291548    
5                   0.1109    0.00333017    
6                   0.1378    0.00371214    
7                   0.1675    0.00409268    
8                   0.1416    0.00376298    
9                   0.1098    0.00331361    
10                  0.0834    0.00288791    
11                  0.0553    0.0023516    
12                  0.0258    0.00160624    
