2                   1   0.00161555    
3                   2    0.00226274    
4                   3    0.00282312    
5                   4    0.00327109    
6                   5    0.00380526    
7                   0.1697    0.00411947    
8                   0.1389    0.00372693    
9                   0.1104    0.00332265    
10                  0.0863    0.00293769    
11                  0.056    0.00236643    
12                  0.0299    0.00172916    
