0         0
1         1
1.41421   1.28516
1.73205   1.55357
2         1.84797
2.23607   2.19006
2.44949   2.43031
2.64575   2.57649
2.82843   2.73599
3         2.80513
3.16228   2.97354
3.31662   3.2092
3.4641    3.36987
3.60555   3.48085
3.74166   3.57779
3.87298   3.72927
4         3.85399
4.12311   4.02123
4.24264   4.05968
4.3589    4.02758
4.47214   4.07772
4.58258   4.05667
4.69042   4.29054
4.79583   4.42321
4.89898   4.39774
5         4.26637
5.09902   4.24385
5.19615   4.29637
5.2915    4.31868
5.38516   4.45777
5.47723   4.53141
5.56776   4.51018
5.65685   4.7034
5.74456   4.97674
5.83095   4.98289
5.91608   5.05303
6         5.09391
6.08276   5.2143
6.16441   5.28976
6.245     5.40771
6.32456   5.50633
6.40312   5.55721
6.48074   5.65272
6.55744   5.70997
6.63325   5.66154
6.7082    5.7058
6.78233   5.90389
6.85565   6.15821
6.9282    6.14724
7         6.11652
7.07107   6.16893
7.14143   6.09775
7.2111    6.16514
7.28011   6.22797
7.34847   6.32749
7.4162    6.36507
7.48331   6.40864
7.54983   6.45563
7.61577   6.46915
7.68115   6.66035
7.74597   6.68475
7.81025   6.79216
7.87401   6.79883
7.93725   6.76928
8         6.92542
8.06226   6.87073
8.12404   7.03487
8.18535   7.12137
8.24621   7.23492
8.30662   7.29434
8.3666    7.3028
8.42615   7.40067
8.48528   7.48161
8.544     7.57629
8.60233   7.6769
8.66025   7.58972
8.7178    7.67977
8.77496   7.80675
8.83176   7.88643
8.88819   7.85353
8.94427   7.84416
9         7.8069
9.05539   7.81968
9.11043   7.83714
9.16515   7.83041
9.21954   7.9854
9.27362   7.93346
9.32738   8.04058
9.38083   8.02452
9.43398   8.04621
9.48683   8.14736
9.53939   8.21213
9.59166   8.31202
9.64365   8.32775
9.69536   8.47184
9.74679   8.55676
9.79796   8.67675
9.84886   8.67758
9.89949   8.62827
9.94987   8.69571
10        8.76075
10.0499   8.76682
10.0995   8.87231
10.1489   8.84232
10.198    8.88276
10.247    8.92253
10.2956   8.96041
10.3441   8.91105
10.3923   8.95568
10.4403   8.94909
10.4881   9.057
10.5357   9.11997
10.583    9.18406
10.6301   9.17426
10.6771   9.231
10.7238   9.28877
10.7703   9.24227
10.8167   9.29672
10.8628   9.35588
10.9087   9.36822
10.9545   9.27806
11        9.22233
11.0454   9.27822
11.0905   9.38103
11.1355   9.47294
11.1803   9.3638
11.225    9.54868
11.2694   9.55472
11.3137   9.6209
11.3578   9.64139
11.4018   9.55648
11.4455   9.67376
11.4891   9.76732
11.5326   9.90421
11.5758   9.90277
11.619    9.85267
11.6619   10.0425
11.7047   10.0607
11.7473   10.0646
11.7898   10.0457
11.8322   9.94343
11.8743   9.91781
11.9164   10.0935
11.9583   10.1327
12        10.2434
12.0416   10.2283
12.083    10.1805
12.1244   10.2374
12.1655   10.2328
12.2066   10.2409
12.2474   10.4163
12.2882   10.4033
12.3288   10.3744
12.3693   10.4529
12.4097   10.445
12.4499   10.3809
12.49     10.4208
12.53     10.4787
12.5698   10.5893
12.6095   10.7542
12.6491   10.7676
12.6886   10.7629
12.7279   10.7771
12.7671   10.8284
12.8062   10.9587
12.8452   10.9598
12.8841   11.1381
12.9228   11.2447
12.9615   11.2423
13        11.2663
13.0384   11.4524
13.0767   11.4864
13.1149   11.48
13.1529   11.5552
13.1909   11.6067
13.2288   11.667
13.2665   11.717
13.3041   11.816
13.3417   11.9458
13.3791   11.8837
13.4164   11.9124
13.4536   11.9066
13.4907   11.8728
13.5277   11.8841
13.5647   12.0248
13.6015   11.9595
13.6382   12.004
13.6748   12.083
13.7113   12.0822
13.7477   12.0738
13.784    12.0133
13.8203   12.0999
13.8564   12.0813
13.8924   12.1517
13.9284   12.1851
13.9642   12.2251
14        12.3168
14.0357   12.4486
14.0712   12.4626
14.1067   12.5188
14.1421   12.593
14.1774   12.6291
14.2127   12.7183
14.2478   12.6884
14.2829   12.7061
14.3178   12.6795
14.3527   12.6387
14.3875   12.8063
14.4222   12.8328
14.4568   12.9447
14.4914   12.9133
14.5258   12.9083
14.5602   13.028
14.5945   13.028
14.6287   13.0162
14.6629   13.0731
14.6969   13.0142
14.7309   13.0604
14.7648   13.3026
14.7986   13.4102
14.8324   13.4686
14.8661   13.444
14.8997   13.4893
14.9332   13.5386
14.9666   13.4778
15        13.6686
15.0333   13.6203
15.0665   13.628
15.0997   13.5756
15.1327   13.6107
15.1658   13.7638
15.1987   13.7006
15.2315   13.785
15.2643   13.8597
15.2971   13.8839
15.3297   13.9132
15.3623   13.9386
15.3948   13.825
15.4272   13.8479
15.4596   13.9187
15.4919   13.8592
15.5242   13.8939
15.5563   13.9349
15.5885   13.972
15.6205   14.0554
15.6525   14.1164
15.6844   14.1367
15.7162   14.2416
15.748    14.2345
15.7797   14.2097
15.8114   14.2399
15.843    14.2904
15.8745   14.2929
15.906    14.5042
15.9374   14.3597
15.9687   14.406
16        14.4241
16.0312   14.5238
16.0624   14.6076
16.0935   14.7381
16.1245   14.872
16.1555   14.9089
16.1864   14.9198
16.2173   14.9439
16.2481   14.9251
16.2788   15.0551
16.3095   15.1182
16.3401   15.1069
16.3707   15.0884
16.4012   15.0667
16.4317   15.1239
16.4621   15.0932
16.4924   15.131
16.5227   15.1746
16.5529   15.2491
16.5831   15.1193
16.6132   15.2015
16.6433   15.2194
16.6733   15.1305
16.7033   15.2004
16.7332   15.2067
16.7631   15.3607
16.7929   15.4022
16.8226   15.5308
16.8523   15.5059
16.8819   15.5949
16.9115   15.6686
16.9411   15.6304
16.9706   15.7992
17        15.7635
17.0294   15.7445
17.0587   15.7642
17.088    15.843
17.1172   15.8593
17.1464   15.9062
17.1756   15.9286
17.2047   15.8502
17.2337   15.8957
17.2627   16.1187
17.2916   16.0298
17.3205   16.1263
17.3494   15.9923
17.3781   16.0861
17.4069   16.1246
17.4356   16.1043
17.4642   16.2113
17.4929   16.2017
17.5214   16.2588
17.5499   16.324
17.5784   16.4087
17.6068   16.4662
17.6352   16.4672
17.6635   16.5273
17.6918   16.6835
17.72     16.7882
17.7482   16.8771
17.7764   16.8343
17.8045   16.9811
17.8326   17.0034
17.8606   16.9998
17.8885   17.0429
17.9165   17.1101
17.9444   17.1696
17.9722   17.2261
18        17.2513
18.0278   17.2315
18.0555   17.1635
18.0831   17.0945
18.1108   17.0804
18.1384   17.0146
18.1659   16.9619
18.1934   17.0146
18.2209   17.0628
18.2483   17.0484
18.2757   17.174
18.303    17.1272
18.3303   17.101
18.3576   17.2235
18.3848   17.2227
18.412    17.2976
18.4391   17.1659
18.4662   17.1088
18.4932   17.1299
18.5203   17.1138
18.5472   17.1677
18.5742   17.1959
18.6011   17.2578
18.6279   17.2538
18.6548   17.351
18.6815   17.4355
18.7083   17.3701
18.735    17.4409
18.7617   17.5056
18.7883   17.6358
18.8149   17.6138
18.8414   17.7454
18.868    17.7089
18.8944   17.6792
18.9209   17.8362
18.9473   17.91
18.9737   18.048
19        18.1036
19.0263   18.1783
19.0526   18.0567
19.0788   18.2221
19.105    18.2181
19.1311   18.2419
19.1572   18.2839
19.1833   18.185
19.2094   18.1466
19.2354   18.1863
19.2614   18.1749
19.2873   18.2272
19.3132   18.194
19.3391   18.23
19.3649   18.2903
19.3907   18.2423
19.4165   18.2228
19.4422   18.1715
19.4679   18.2307
19.4936   18.2686
19.5192   18.2728
19.5448   18.1785
19.5704   18.2532
19.5959   18.3309
19.6214   18.2329
19.6469   18.2912
19.6723   18.3828
19.6977   18.4289
19.7231   18.5471
19.7484   18.616
19.7737   18.6559
19.799    18.6328
19.8242   18.6325
19.8494   18.7062
19.8746   18.6602
19.8997   18.575
19.9249   18.6082
19.9499   18.6226
19.975    18.7351
20        18.5273
20.025    18.4717
20.0499   18.4728
20.0749   18.5906
20.0998   18.6197
20.1246   18.5978
20.1494   18.6302
20.1742   18.6461
20.199    18.6007
20.2237   18.5921
20.2485   18.5834
20.2731   18.5537
20.2978   18.6573
20.3224   18.7446
20.347    18.7394
20.3715   18.7728
20.3961   18.8384
20.4206   18.8603
20.445    18.7832
20.4695   18.8597
20.4939   18.7729
20.5183   18.7206
20.5426   18.6925
20.567    18.7866
20.5913   18.8189
20.6155   18.983
20.6398   18.8969
20.664    18.8755
20.6882   18.9054
20.7123   18.9639
20.7364   18.8189
20.7605   18.8734
20.7846   18.8698
20.8087   18.8919
20.8327   18.9085
20.8567   18.8315
20.8806   18.827
20.9045   18.8963
20.9284   18.8951
20.9523   18.8527
20.9762   19.0258
21        19.0604
21.0238   18.9767
21.0476   19.0703
