0.269089  -0.933236
-0.578582 -1.33154
0.367456  -1.88071
2.1621    -1.95347
2.7454    -2.58729
2.2991    -3.99518
3.23338   -2.91653
3.09183   -4.11418
4.12865   -3.48213
3.26226   -4.76318
4.65799   -5.84594
4.40101   -7.25828
5.73647   -7.25419
3.85313   -8.13284
2.72923   -8.73343
3.25608   -9.37558
1.81587   -9.29282
0.24081   -8.88919
-0.606949 -8.49852
-0.0167411-9.02598
1.7376    -8.84749
0.809784  -9.12413
0.353375  -10.0286
1.03069   -9.35484
1.85931   -9.91253
2.46758   -9.33806
2.1554    -10.2403
2.8123    -11.1099
1.49982   -10.9006
1.15578   -11.9078
