3.135     0
3.1351    0
3.1352    0
3.1353    0
3.1354    0
3.1355    0.001
3.1356    0
3.1357    0
3.1358    0
3.1359    0
3.136     0
3.1361    0
3.1362    0
3.1363    0
3.1364    0
3.1365    0
3.1366    0
3.1367    0
3.1368    0.001
3.1369    0
3.137     0.001
3.1371    0.001
3.1372    0
3.1373    0.001
3.1374    0
3.1375    0.001
3.1376    0.002
3.1377    0.001
3.1378    0.004
3.1379    0.004
3.138     0.004
3.1381    0.003
3.1382    0.004
3.1383    0.003
3.1384    0.006
3.1385    0.007
3.1386    0.004
3.1387    0.004
3.1388    0.01
3.1389    0.006
3.139     0.019
3.1391    0.006
3.1392    0.009
3.1393    0.011
3.1394    0.009
3.1395    0.016
3.1396    0.014
3.1397    0.01
3.1398    0.012
3.1399    0.017
3.14      0.014
3.1401    0.019
3.1402    0.02
3.1403    0.02
3.1404    0.014
3.1405    0.015
3.1406    0.018
3.1407    0.021
3.1408    0.022
3.1409    0.023
3.141     0.02
3.1411    0.021
3.1412    0.029
3.1413    0.026
3.1414    0.018
3.1415    0.028
3.1416    0.023
3.1417    0.03
3.1418    0.026
3.1419    0.017
3.142     0.023
3.1421    0.015
3.1422    0.026
3.1423    0.013
3.1424    0.013
3.1425    0.017
3.1426    0.019
3.1427    0.008
3.1428    0.017
3.1429    0.02
3.143     0.015
3.1431    0.014
3.1432    0.016
3.1433    0.022
3.1434    0.009
3.1435    0.015
3.1436    0.017
3.1437    0.011
3.1438    0.01
3.1439    0.01
3.144     0.011
3.1441    0.006
3.1442    0.008
3.1443    0.007
3.1444    0.005
3.1445    0.002
3.1446    0.004
3.1447    0.004
3.1448    0.007
3.1449    0
