-10 -0.0107172
-9.9 -0.0126817
-9.8 -0.0150062
-9.7 -0.0177568
-9.6 -0.0210116
-9.5 -0.024863
-9.4 -0.0294203
-9.3 -0.034813
-9.2 -0.0411941
-9.1 -0.0487449
-9 -0.0576797
-8.9 -0.0682523
-8.8 -0.0807627
-8.7 -0.0955664
-8.6 -0.113083
-8.5 -0.133811
-8.4 -0.158339
-8.3 -0.187362
-8.2 -0.221705
-8.1 -0.262343
-8 -0.31043
-7.9 -0.362179
-7.8 -0.412834
-7.7 -0.462243
-7.6 -0.510256
-7.5 -0.556728
-7.4 -0.601519
-7.3 -0.644493
-7.2 -0.685521
-7.1 -0.724479
-7 -0.76125
-6.9 -0.795721
-6.8 -0.82779
-6.7 -0.857359
-6.6 -0.884338
-6.5 -0.908648
-6.4 -0.930213
-6.3 -0.94897
-6.2 -0.964861
-6.1 -0.977838
-6 -0.987862
-5.9 -0.994903
-5.8 -0.99894
-5.7 -0.99996
-5.6 -0.997961
-5.5 -0.992948
-5.4 -0.984936
-5.3 -0.973951
-5.2 -0.960024
-5.1 -0.943198
-5 -0.923524
-4.9 -0.901061
-4.8 -0.875877
-4.7 -0.848048
-4.6 -0.817658
-4.5 -0.784799
-4.4 -0.74957
-4.3 -0.712078
-4.2 -0.672435
-4.1 -0.630762
-4 -0.587184
-3.9 -0.541833
-3.8 -0.494846
-3.7 -0.446364
-3.6 -0.396534
-3.5 -0.345507
-3.4 -0.293437
-3.3 -0.24048
-3.2 -0.186798
-3.1 -0.132551
-3 -0.0779037
-2.9 -0.0230214
-2.8 0.0319305
-2.7 0.0867859
-2.6 0.141379
-2.5 0.195546
-2.4 0.249122
-2.3 0.301945
-2.2 0.353857
-2.1 0.4047
-2 0.454321
-1.9 0.502571
-1.8 0.549302
-1.7 0.594375
-1.6 0.637653
-1.5 0.679005
-1.4 0.718307
-1.3 0.75544
-1.2 0.790292
-1.1 0.822757
-1 0.852737
-0.9 0.880143
-0.8 0.90489
-0.7 0.926905
-0.6 0.946121
-0.5 0.96248
-0.4 0.975933
-0.3 0.986438
-0.2 0.993965
-0.1 0.99849
0 1
0.1 0.99849
0.2 0.993965
0.3 0.986438
0.4 0.975933
0.5 0.96248
0.6 0.946121
0.7 0.926905
0.8 0.90489
0.9 0.880143
1 0.852737
1.1 0.822757
1.2 0.790292
1.3 0.75544
1.4 0.718307
1.5 0.679005
1.6 0.637653
1.7 0.594375
1.8 0.549302
1.9 0.502571
2 0.454321
2.1 0.4047
2.2 0.353857
2.3 0.301945
2.4 0.249122
2.5 0.195546
2.6 0.141379
2.7 0.0867859
2.8 0.0319305
2.9 -0.0230214
3 -0.0779037
3.1 -0.132551
3.2 -0.186798
3.3 -0.24048
3.4 -0.293437
3.5 -0.345507
3.6 -0.396534
3.7 -0.446364
3.8 -0.494846
3.9 -0.541833
4 -0.587184
4.1 -0.630762
4.2 -0.672435
4.3 -0.712078
4.4 -0.74957
4.5 -0.784799
4.6 -0.817658
4.7 -0.848048
4.8 -0.875877
4.9 -0.901061
5 -0.923524
5.1 -0.943198
5.2 -0.960024
5.3 -0.973951
5.4 -0.984936
5.5 -0.992948
5.6 -0.997961
5.7 -0.99996
5.8 -0.99894
5.9 -0.994903
6 -0.987862
6.1 -0.977838
6.2 -0.964861
6.3 -0.94897
6.4 -0.930213
6.5 -0.908648
6.6 -0.884338
6.7 -0.857359
6.8 -0.82779
6.9 -0.795721
7 -0.76125
7.1 -0.724479
7.2 -0.685521
7.3 -0.644493
7.4 -0.601519
7.5 -0.556728
7.6 -0.510256
7.7 -0.462243
7.8 -0.412834
7.9 -0.362179
8 -0.31043
8.1 -0.262343
8.2 -0.221705
8.3 -0.187362
8.4 -0.158339
8.5 -0.133811
8.6 -0.113083
8.7 -0.0955664
8.8 -0.0807627
8.9 -0.0682523
9 -0.0576797
9.1 -0.0487449
9.2 -0.0411941
9.3 -0.034813
9.4 -0.0294203
9.5 -0.024863
9.6 -0.0210116
9.7 -0.0177568
9.8 -0.0150062
9.9 -0.0126817
