-10 0.00306025
-9.9 0.00364952
-9.8 0.00435226
-9.7 0.00519031
-9.6 0.00618974
-9.5 0.00738161
-9.4 0.00880299
-9.3 0.0104981
-9.2 0.0125195
-9.1 0.0149302
-9 0.0178051
-8.9 0.0212336
-8.8 0.0253223
-8.7 0.0301983
-8.6 0.0360131
-8.5 0.0429477
-8.4 0.0512175
-8.3 0.0610798
-8.2 0.0728411
-8.1 0.0868671
-8 0.103594
-7.9 0.121815
-7.8 0.139994
-7.7 0.158127
-7.6 0.176206
-7.5 0.194226
-7.4 0.212181
-7.3 0.230065
-7.2 0.247871
-7.1 0.265593
-7 0.283227
-6.9 0.300765
-6.8 0.318202
-6.7 0.335532
-6.6 0.35275
-6.5 0.369848
-6.4 0.386822
-6.3 0.403667
-6.2 0.420375
-6.1 0.436942
-6 0.453362
-5.9 0.46963
-5.8 0.48574
-5.7 0.501686
-5.6 0.517464
-5.5 0.533068
-5.4 0.548493
-5.3 0.563733
-5.2 0.578783
-5.1 0.593639
-5 0.608295
-4.9 0.622747
-4.8 0.636989
-4.7 0.651018
-4.6 0.664827
-4.5 0.678413
-4.4 0.69177
-4.3 0.704895
-4.2 0.717783
-4.1 0.730429
-4 0.74283
-3.9 0.754982
-3.8 0.766879
-3.7 0.778518
-3.6 0.789896
-3.5 0.801008
-3.4 0.81185
-3.3 0.82242
-3.2 0.832713
-3.1 0.842726
-3 0.852456
-2.9 0.861899
-2.8 0.871052
-2.7 0.879913
-2.6 0.888477
-2.5 0.896743
-2.4 0.904707
-2.3 0.912367
-2.2 0.91972
-2.1 0.926764
-2 0.933496
-1.9 0.939915
-1.8 0.946017
-1.7 0.951801
-1.6 0.957265
-1.5 0.962407
-1.4 0.967226
-1.3 0.971719
-1.2 0.975886
-1.1 0.979724
-1 0.983233
-0.9 0.986412
-0.8 0.989259
-0.7 0.991773
-0.6 0.993953
-0.5 0.9958
-0.4 0.997311
-0.3 0.998487
-0.2 0.999328
-0.1 0.999832
0 1
0.1 0.999832
0.2 0.999328
0.3 0.998487
0.4 0.997311
0.5 0.9958
0.6 0.993953
0.7 0.991773
0.8 0.989259
0.9 0.986412
1 0.983233
1.1 0.979724
1.2 0.975886
1.3 0.971719
1.4 0.967226
1.5 0.962407
1.6 0.957265
1.7 0.951801
1.8 0.946017
1.9 0.939915
2 0.933496
2.1 0.926764
2.2 0.91972
2.3 0.912367
2.4 0.904707
2.5 0.896743
2.6 0.888477
2.7 0.879913
2.8 0.871052
2.9 0.861899
3 0.852456
3.1 0.842726
3.2 0.832713
3.3 0.82242
3.4 0.81185
3.5 0.801008
3.6 0.789896
3.7 0.778518
3.8 0.766879
3.9 0.754982
4 0.74283
4.1 0.730429
4.2 0.717783
4.3 0.704895
4.4 0.69177
4.5 0.678413
4.6 0.664827
4.7 0.651018
4.8 0.636989
4.9 0.622747
5 0.608295
5.1 0.593639
5.2 0.578783
5.3 0.563733
5.4 0.548493
5.5 0.533068
5.6 0.517464
5.7 0.501686
5.8 0.48574
5.9 0.46963
6 0.453362
6.1 0.436942
6.2 0.420375
6.3 0.403667
6.4 0.386822
6.5 0.369848
6.6 0.35275
6.7 0.335532
6.8 0.318202
6.9 0.300765
7 0.283227
7.1 0.265593
7.2 0.247871
7.3 0.230065
7.4 0.212181
7.5 0.194226
7.6 0.176206
7.7 0.158127
7.8 0.139994
7.9 0.121815
8 0.103594
8.1 0.0868671
8.2 0.0728411
8.3 0.0610798
8.4 0.0512175
8.5 0.0429477
8.6 0.0360131
8.7 0.0301983
8.8 0.0253223
8.9 0.0212336
9 0.0178051
9.1 0.0149302
9.2 0.0125195
9.3 0.0104981
9.4 0.00880299
9.5 0.00738161
9.6 0.00618974
9.7 0.00519031
9.8 0.00435226
9.9 0.00364952
